particle_id,area_pixels,area_um2,diameter_um,overlap_area_pixels,overlap_area_um2,overlap_percentage,has_fluorescence,centroid_x,centroid_y,centroid_x_um,centroid_y_um
449,65.0,0.77927372524625,0.9960934309373843,0,0.0,0.0,False,76.9076923076923,622.123076923077,8.420892407692307,68.11843312307693
450,19.0,0.22778770430275003,0.538542767960634,0,0.0,0.0,False,666.0,626.0,72.92267100000001,68.54293100000001
451,15.0,0.17983239813375002,0.4785078063401353,0,0.0,0.0,False,665.9333333333333,628.1333333333333,72.91537143333333,68.77651713333334
452,119.0,1.42667035852775,1.3477733925920277,0,0.0,0.0,False,540.9831932773109,628.0588235294117,59.23414327310924,68.76835879411765
453,21.0,0.25176535738725003,0.5661780718288442,0,0.0,0.0,False,745.1428571428571,628.5714285714286,81.58829942857143,68.82448571428571
454,60.0,0.7193295925350001,0.9570156126802706,0,0.0,0.0,False,653.0333333333333,629.5166666666667,71.50290528333333,68.92798314166667
455,130.0,1.5585474504925,1.4086888394223969,0,0.0,0.0,False,1020.8153846153846,626.8307692307692,111.77264931538461,68.63389483076924
456,39.0,0.46756423514775003,0.7715706538574195,0,0.0,0.0,False,743.5641025641025,632.7948717948718,81.41543606410256,69.2869252948718
457,37.0,0.44358658206325,0.7515264318683936,0,0.0,0.0,False,1026.4864864864865,630.8378378378378,112.39359810810811,69.0726427972973
458,81.0,0.9710949499222501,1.1119516589913525,0,0.0,0.0,False,661.9629629629629,631.1851851851852,72.48064168518519,69.11067507407408
459,40.0,0.47955306169000006,0.7813999756478939,0,0.0,0.0,False,817.0,631.75,89.45618950000001,69.17251862500001
460,27.0,0.32369831664075005,0.6419855896445084,0,0.0,0.0,False,1042.2592592592594,636.3703703703703,114.12061420370372,69.67841914814815
461,305.0,3.6565920953862503,2.1577112074630804,0,0.0,0.0,False,1035.032786885246,637.072131147541,113.32936245081969,69.75525739180328
462,52.0,0.623418980197,0.8909330494067934,0,0.0,0.0,False,665.3461538461538,636.5576923076923,72.85107909615385,69.69892968269231
463,17.0,0.20381005121825002,0.509410460066904,0,0.0,0.0,False,818.0,635.0,89.565683,69.5283725
464,64.0,0.7672848987040001,0.9884014746589801,0,0.0,0.0,False,777.78125,638.84375,85.161991296875,69.949238140625
465,689.0,8.260301487610251,3.2430452518366226,0,0.0,0.0,False,86.73149492017417,636.1872278664731,9.49653493904209,69.65836623439768
466,140.0,1.678435715915,1.4618654954539598,0,0.0,0.0,False,978.5642857142857,639.0428571428571,107.14642861785715,69.97103907857142
467,99.0,1.18689382768275,1.229308812629178,0,0.0,0.0,False,704.7777777777778,638.6767676767677,77.16858561111113,69.93095466161617
468,81.0,0.9710949499222501,1.1119516589913525,0,0.0,0.0,False,21.876543209876544,640.5061728395061,2.3953392839506176,70.13126263580247
469,67.0,0.8032513783307501,1.0113018437903376,0,0.0,0.0,False,669.1940298507462,642.3731343283582,73.27239650746269,70.3356827835821
470,59.0,0.7073407659927501,0.9490069730329859,0,0.0,0.0,False,819.5932203389831,639.5762711864406,89.74013027118644,70.02944444915255
471,10.0,0.11988826542250001,0.39069998782394694,0,0.0,0.0,False,172.0,643.2,18.832882,70.4262192
472,11.0,0.13187709196475,0.40976960420972597,0,0.0,0.0,False,700.0,643.0,76.64545000000001,70.40432050000001
473,106.0,1.2708156134785,1.2720270017368742,0,0.0,0.0,False,99.52830188679245,646.1132075471698,10.89770212264151,70.74519649056604
474,30.0,0.35966479626750003,0.6767122294276178,0,0.0,0.0,False,697.2666666666667,644.7666666666667,76.34616776666667,70.59775901666667
475,78.0,0.9351284702955001,1.0911656830142393,0,0.0,0.0,False,823.1153846153846,646.6282051282051,90.12578436538462,70.80158537820513
476,304.0,3.6446032688440004,2.154171071842536,0,0.0,0.0,False,717.358552631579,645.5328947368421,78.5460986825658,70.68165600986842
